date,high,low,Month,Year,City,
24,36°,30°,June,2021,Lahore,24-Jun-21
25,39°,28°,June,2021,Lahore,25-Jun-21
26,32°,24°,June,2021,Lahore,26-Jun-21
27,39°,27°,June,2021,Lahore,27-Jun-21
28,42°,29°,June,2021,Lahore,28-Jun-21
29,43°,29°,June,2021,Lahore,29-Jun-21
30,43°,31°,June,2021,Lahore,30-Jun-21
1,41°,31°,July,2021,Lahore,01-Jul-21
2,40°,27°,July,2021,Lahore,02-Jul-21
3,38°,25°,July,2021,Lahore,03-Jul-21
4,40°,27°,July,2021,Lahore,04-Jul-21
5,40°,28°,July,2021,Lahore,05-Jul-21
6,40°,29°,July,2021,Lahore,06-Jul-21
7,41°,31°,July,2021,Lahore,07-Jul-21
8,41°,29°,July,2021,Lahore,08-Jul-21
9,36°,30°,July,2021,Lahore,09-Jul-21
10,35°,30°,July,2021,Lahore,10-Jul-21
11,35°,29°,July,2021,Lahore,11-Jul-21
12,30°,23°,July,2021,Lahore,12-Jul-21
13,33°,23°,July,2021,Lahore,13-Jul-21
14,34°,25°,July,2021,Lahore,14-Jul-21
15,35°,27°,July,2021,Lahore,15-Jul-21
16,35°,28°,July,2021,Lahore,16-Jul-21
17,37°,30°,July,2021,Lahore,17-Jul-21
18,37°,30°,July,2021,Lahore,18-Jul-21
19,32°,28°,July,2021,Lahore,19-Jul-21
20,28°,24°,July,2021,Lahore,20-Jul-21
21,32°,22°,July,2021,Lahore,21-Jul-21
22,34°,27°,July,2021,Lahore,22-Jul-21
23,35°,28°,July,2021,Lahore,23-Jul-21
24,37°,28°,July,2021,Lahore,24-Jul-21
25,37°,29°,July,2021,Lahore,25-Jul-21
26,32°,29°,July,2021,Lahore,26-Jul-21
27,32°,28°,July,2021,Lahore,27-Jul-21
28,32°,24°,July,2021,Lahore,28-Jul-21
29,32°,23°,July,2021,Lahore,29-Jul-21
30,33°,27°,July,2021,Lahore,30-Jul-21
31,33°,27°,July,2021,Lahore,31-Jul-21
1,35°,27°,August,2021,Lahore,01-Aug-21
2,35°,27°,August,2021,Lahore,02-Aug-21
3,35°,26°,August,2021,Lahore,03-Aug-21
4,36°,27°,August,2021,Lahore,04-Aug-21
5,35°,28°,August,2021,Lahore,05-Aug-21
6,32°,23°,August,2021,Lahore,06-Aug-21
7,35°,26°,August,2021,Lahore,07-Aug-21
8,35°,27°,August,2021,Lahore,08-Aug-21
9,33°,26°,August,2021,Lahore,09-Aug-21
10,38°,28°,August,2021,Lahore,10-Aug-21
11,38°,28°,August,2021,Lahore,11-Aug-21
12,38°,29°,August,2021,Lahore,12-Aug-21
13,38°,30°,August,2021,Lahore,13-Aug-21
14,39°,29°,August,2021,Lahore,14-Aug-21
15,33°,27°,August,2021,Lahore,15-Aug-21
16,36°,28°,August,2021,Lahore,16-Aug-21
17,38°,29°,August,2021,Lahore,17-Aug-21
18,38°,29°,August,2021,Lahore,18-Aug-21
19,38°,30°,August,2021,Lahore,19-Aug-21
20,38°,27°,August,2021,Lahore,20-Aug-21
21,31°,26°,August,2021,Lahore,21-Aug-21
22,30°,26°,August,2021,Lahore,22-Aug-21
23,35°,25°,August,2021,Lahore,23-Aug-21
24,37°,28°,August,2021,Lahore,24-Aug-21
25,39°,29°,August,2021,Lahore,25-Aug-21
26,37°,29°,August,2021,Lahore,26-Aug-21
27,38°,29°,August,2021,Lahore,27-Aug-21
28,35°,28°,August,2021,Lahore,28-Aug-21
29,37°,27°,August,2021,Lahore,29-Aug-21
30,32°,25°,August,2021,Lahore,30-Aug-21
31,32°,22°,August,2021,Lahore,31-Aug-21
1,33°,26°,September,2021,Lahore,01-Sep-21
2,33°,24°,September,2021,Lahore,02-Sep-21
3,32°,26°,September,2021,Lahore,03-Sep-21
4,34°,25°,September,2021,Lahore,04-Sep-21
5,35°,27°,September,2021,Lahore,05-Sep-21
6,36°,28°,September,2021,Lahore,06-Sep-21
7,34°,8°,September,2021,Lahore,07-Sep-21
8,32°,26°,September,2021,Lahore,08-Sep-21
9,33°,25°,September,2021,Lahore,09-Sep-21
10,26°,23°,September,2021,Lahore,10-Sep-21
11,26°,24°,September,2021,Lahore,11-Sep-21
12,26°,22°,September,2021,Lahore,12-Sep-21
13,33°,23°,September,2021,Lahore,13-Sep-21
14,34°,26°,September,2021,Lahore,14-Sep-21
15,36°,28°,September,2021,Lahore,15-Sep-21
16,36°,28°,September,2021,Lahore,16-Sep-21
17,32°,26°,September,2021,Lahore,17-Sep-21
18,35°,26°,September,2021,Lahore,18-Sep-21
19,34°,28°,September,2021,Lahore,19-Sep-21
20,35°,28°,September,2021,Lahore,20-Sep-21
21,30°,26°,September,2021,Lahore,21-Sep-21
22,30°,25°,September,2021,Lahore,22-Sep-21
23,29°,24°,September,2021,Lahore,23-Sep-21
24,33°,23°,September,2021,Lahore,24-Sep-21
25,35°,26°,September,2021,Lahore,25-Sep-21
26,35°,27°,September,2021,Lahore,26-Sep-21
27,35°,27°,September,2021,Lahore,27-Sep-21
28,34°,26°,September,2021,Lahore,28-Sep-21
29,35°,27°,September,2021,Lahore,29-Sep-21
30,36°,27°,September,2021,Lahore,30-Sep-21
1,34°,27°,October ,2021,Lahore,01-Oct-21
2,33°,26°,October ,2021,Lahore,02-Oct-21
3,36°,26°,October ,2021,Lahore,03-Oct-21
4,32°,26°,October ,2021,Lahore,04-Oct-21
5,33°,24°,October ,2021,Lahore,05-Oct-21
6,34°,27°,October ,2021,Lahore,06-Oct-21
7,35°,25°,October ,2021,Lahore,07-Oct-21
8,35°,25°,October ,2021,Lahore,08-Oct-21
9,37°,25°,October ,2021,Lahore,09-Oct-21
10,35°,26°,October ,2021,Lahore,10-Oct-21
11,33°,23°,October ,2021,Lahore,11-Oct-21
12,33°,22°,October ,2021,Lahore,12-Oct-21
13,34°,23°,October ,2021,Lahore,13-Oct-21
14,36°,22°,October ,2021,Lahore,14-Oct-21
15,36°,22°,October ,2021,Lahore,15-Oct-21
16,35°,21°,October ,2021,Lahore,16-Oct-21
17,31°,20°,October ,2021,Lahore,17-Oct-21
18,30°,23°,October ,2021,Lahore,18-Oct-21
19,33°,22°,October ,2021,Lahore,19-Oct-21
20,38°,22°,October ,2021,Lahore,20-Oct-21
21,34°,21°,October ,2021,Lahore,21-Oct-21
22,32°,19°,October ,2021,Lahore,22-Oct-21
23,29°,18°,October ,2021,Lahore,23-Oct-21
24,22°,17°,October ,2021,Lahore,24-Oct-21
25,27°,17°,October ,2021,Lahore,25-Oct-21
26,28°,17°,October ,2021,Lahore,26-Oct-21
27,28°,15°,October ,2021,Lahore,27-Oct-21
28,30°,17°,October ,2021,Lahore,28-Oct-21
29,30°,16°,October ,2021,Lahore,29-Oct-21
30,29°,17°,October ,2021,Lahore,30-Oct-21
31,31°,17°,October ,2021,Lahore,31-Oct-21
1,28°,15°,November,2021,Lahore,01-Nov-21
2,26°,19°,November,2021,Lahore,02-Nov-21
3,29°,16°,November,2021,Lahore,03-Nov-21
4,30°,16°,November,2021,Lahore,04-Nov-21
5,28°,15°,November,2021,Lahore,05-Nov-21
6,28°,15°,November,2021,Lahore,06-Nov-21
7,28°,15°,November,2021,Lahore,07-Nov-21
8,29°,15°,November,2021,Lahore,08-Nov-21
9,29°,16°,November,2021,Lahore,09-Nov-21
10,30°,15°,November,2021,Lahore,10-Nov-21
11,29°,14°,November,2021,Lahore,11-Nov-21
12,29°,15°,November,2021,Lahore,12-Nov-21
13,28°,13°,November,2021,Lahore,13-Nov-21
14,28°,14°,November,2021,Lahore,14-Nov-21
15,26°,13°,November,2021,Lahore,15-Nov-21
16,26°,12°,November,2021,Lahore,16-Nov-21
17,27°,12°,November,2021,Lahore,17-Nov-21
18,26°,10°,November,2021,Lahore,18-Nov-21
19,24°,11°,November,2021,Lahore,19-Nov-21
20,25°,10°,November,2021,Lahore,20-Nov-21
21,26°,11°,November,2021,Lahore,21-Nov-21
22,26°,10°,November,2021,Lahore,22-Nov-21
23,27°,10°,November,2021,Lahore,23-Nov-21
24,26°,10°,November,2021,Lahore,24-Nov-21
25,25°,10°,November,2021,Lahore,25-Nov-21
26,25°,10°,November,2021,Lahore,26-Nov-21
27,24°,11°,November,2021,Lahore,27-Nov-21
28,24°,10°,November,2021,Lahore,28-Nov-21
29,23°,10°,November,2021,Lahore,29-Nov-21
30,24°,10°,November,2021,Lahore,30-Nov-21
1,23°,10°,December,2021,Lahore,01-Dec-21
2,23°,12°,December,2021,Lahore,02-Dec-21
3,24°,10°,December,2021,Lahore,03-Dec-21
4,25°,11°,December,2021,Lahore,04-Dec-21
5,23°,12°,December,2021,Lahore,05-Dec-21
6,22°,11°,December,2021,Lahore,06-Dec-21
7,23°,9°,December,2021,Lahore,07-Dec-21
8,23°,9°,December,2021,Lahore,08-Dec-21
9,22°,8°,December,2021,Lahore,09-Dec-21
10,23°,9°,December,2021,Lahore,10-Dec-21
11,23°,8°,December,2021,Lahore,11-Dec-21
12,23°,8°,December,2021,Lahore,12-Dec-21
13,21°,7°,December,2021,Lahore,13-Dec-21
14,20°,7°,December,2021,Lahore,14-Dec-21
15,20°,7°,December,2021,Lahore,15-Dec-21
16,20°,5°,December,2021,Lahore,16-Dec-21
17,19°,3°,December,2021,Lahore,17-Dec-21
18,18°,3°,December,2021,Lahore,18-Dec-21
19,18°,4°,December,2021,Lahore,19-Dec-21
20,19°,5°,December,2021,Lahore,20-Dec-21
21,20°,5°,December,2021,Lahore,21-Dec-21
22,20°,6°,December,2021,Lahore,22-Dec-21
23,21°,9°,December,2021,Lahore,23-Dec-21
24,22°,9°,December,2021,Lahore,24-Dec-21
25,22°,9°,December,2021,Lahore,25-Dec-21
26,21°,10°,December,2021,Lahore,26-Dec-21
27,21°,5°,December,2021,Lahore,27-Dec-21
28,21°,8°,December,2021,Lahore,28-Dec-21
29,19°,8°,December,2021,Lahore,29-Dec-21
30,19°,8°,December,2021,Lahore,30-Dec-21
31,19°,6°,December,2021,Lahore,31-Dec-21
1,19°,5°,January,2022,Lahore,01-Jan-22
2,19°,5°,January,2022,Lahore,02-Jan-22
3,18°,4°,January,2022,Lahore,03-Jan-22
4,18°,5°,January,2022,Lahore,04-Jan-22
5,19°,4°,January,2022,Lahore,05-Jan-22
6,18°,4°,January,2022,Lahore,06-Jan-22
7,19°,4°,January,2022,Lahore,07-Jan-22
8,19°,4°,January,2022,Lahore,08-Jan-22
9,23°,8°,January,2022,Lahore,09-Jan-22
10,23°,9°,January,2022,Lahore,10-Jan-22
11,21°,8°,January,2022,Lahore,11-Jan-22
12,22°,6°,January,2022,Lahore,12-Jan-22
13,22°,8°,January,2022,Lahore,13-Jan-22
14,22°,8°,January,2022,Lahore,14-Jan-22
15,22°,8°,January,2022,Lahore,15-Jan-22
16,22°,8°,January,2022,Lahore,16-Jan-22
17,22°,6°,January,2022,Lahore,17-Jan-22
18,21°,4°,January,2022,Lahore,18-Jan-22
19,19°,4°,January,2022,Lahore,19-Jan-22
20,19°,5°,January,2022,Lahore,20-Jan-22
21,20°,5°,January,2022,Lahore,21-Jan-22
22,19°,6°,January,2022,Lahore,22-Jan-22
23,20°,8°,January,2022,Lahore,23-Jan-22
24,21°,7°,January,2022,Lahore,24-Jan-22
25,22°,8°,January,2022,Lahore,25-Jan-22
26,21°,6°,January,2022,Lahore,26-Jan-22
27,22°,6°,January,2022,Lahore,27-Jan-22
28,21°,6°,January,2022,Lahore,28-Jan-22
29,21°,5°,January,2022,Lahore,29-Jan-22
30,22°,6°,January,2022,Lahore,30-Jan-22
31,22°,6°,January,2022,Lahore,31-Jan-22
1,21°,6°,February,2022,Lahore,01-Feb-22
2,21°,7°,February,2022,Lahore,02-Feb-22
3,22°,7°,February,2022,Lahore,03-Feb-22
4,23°,10°,February,2022,Lahore,04-Feb-22
5,23°,11°,February,2022,Lahore,05-Feb-22
6,22°,9°,February,2022,Lahore,06-Feb-22
7,21°,7°,February,2022,Lahore,07-Feb-22
8,21°,8°,February,2022,Lahore,08-Feb-22
9,21°,9°,February,2022,Lahore,09-Feb-22
10,22°,10°,February,2022,Lahore,10-Feb-22
11,21°,8°,February,2022,Lahore,11-Feb-22
12,22°,8°,February,2022,Lahore,12-Feb-22
13,21°,8°,February,2022,Lahore,13-Feb-22
14,21°,8°,February,2022,Lahore,14-Feb-22
15,23°,11°,February,2022,Lahore,15-Feb-22
16,23°,11°,February,2022,Lahore,16-Feb-22
17,25°,11°,February,2022,Lahore,17-Feb-22
18,25°,12°,February,2022,Lahore,18-Feb-22
19,25°,12°,February,2022,Lahore,19-Feb-22
20,25°,13°,February,2022,Lahore,20-Feb-22
21,25°,12°,February,2022,Lahore,21-Feb-22
22,23°,11°,February,2022,Lahore,22-Feb-22
23,23°,10°,February,2022,Lahore,23-Feb-22
24,23°,10°,February,2022,Lahore,24-Feb-22
25,24°,10°,February,2022,Lahore,25-Feb-22
26,25°,13°,February,2022,Lahore,26-Feb-22
27,26°,14°,February,2022,Lahore,27-Feb-22
28,26°,13°,February,2022,Lahore,28-Feb-22
1,24°,12°,March,2022,Lahore,01-Mar-22
2,24°,11°,March,2022,Lahore,02-Mar-22
3,26°,13°,March,2022,Lahore,03-Mar-22
4,26°,13°,March,2022,Lahore,04-Mar-22
5,24°,14°,March,2022,Lahore,05-Mar-22
6,25°,12°,March,2022,Lahore,06-Mar-22
7,27°,14°,March,2022,Lahore,07-Mar-22
8,25°,13°,March,2022,Lahore,08-Mar-22
9,28°,12°,March,2022,Lahore,09-Mar-22
10,25°,12°,March,2022,Lahore,10-Mar-22
11,25°,12°,March,2022,Lahore,11-Mar-22
12,27°,13°,March,2022,Lahore,12-Mar-22
13,27°,13°,March,2022,Lahore,13-Mar-22
14,26°,14°,March,2022,Lahore,14-Mar-22
15,26°,14°,March,2022,Lahore,15-Mar-22
16,26°,15°,March,2022,Lahore,16-Mar-22
17,27°,15°,March,2022,Lahore,17-Mar-22
18,27°,15°,March,2022,Lahore,18-Mar-22
19,27°,15°,March,2022,Lahore,19-Mar-22
20,27°,15°,March,2022,Lahore,20-Mar-22
21,28°,16°,March,2022,Lahore,21-Mar-22
22,28°,16°,March,2022,Lahore,22-Mar-22
23,28°,16°,March,2022,Lahore,23-Mar-22
24,28°,16°,March,2022,Lahore,24-Mar-22
25,29°,16°,March,2022,Lahore,25-Mar-22
26,29°,17°,March,2022,Lahore,26-Mar-22
27,29°,17°,March,2022,Lahore,27-Mar-22
28,29°,17°,March,2022,Lahore,28-Mar-22
29,30°,17°,March,2022,Lahore,29-Mar-22
30,30°,17°,March,2022,Lahore,30-Mar-22
31,30°,17°,March,2022,Lahore,31-Mar-22
1,31°,18°,April,2022,Lahore,01-Apr-22
2,31°,18°,April,2022,Lahore,02-Apr-22
3,31°,18°,April,2022,Lahore,03-Apr-22
4,31°,18°,April,2022,Lahore,04-Apr-22
5,32°,18°,April,2022,Lahore,05-Apr-22
6,32°,19°,April,2022,Lahore,06-Apr-22
7,32°,19°,April,2022,Lahore,07-Apr-22
8,32°,19°,April,2022,Lahore,08-Apr-22
9,33°,19°,April,2022,Lahore,09-Apr-22
10,33°,19°,April,2022,Lahore,10-Apr-22
11,33°,20°,April,2022,Lahore,11-Apr-22
12,33°,20°,April,2022,Lahore,12-Apr-22
13,34°,20°,April,2022,Lahore,13-Apr-22
14,34°,20°,April,2022,Lahore,14-Apr-22
15,34°,20°,April,2022,Lahore,15-Apr-22
16,34°,20°,April,2022,Lahore,16-Apr-22
17,35°,21°,April,2022,Lahore,17-Apr-22
18,35°,21°,April,2022,Lahore,18-Apr-22
19,35°,21°,April,2022,Lahore,19-Apr-22
20,35°,21°,April,2022,Lahore,20-Apr-22
21,35°,21°,April,2022,Lahore,21-Apr-22
22,35°,21°,April,2022,Lahore,22-Apr-22
23,36°,21°,April,2022,Lahore,23-Apr-22
24,36°,22°,April,2022,Lahore,24-Apr-22
25,36°,22°,April,2022,Lahore,25-Apr-22
26,36°,22°,April,2022,Lahore,26-Apr-22
27,36°,22°,April,2022,Lahore,27-Apr-22
28,36°,22°,April,2022,Lahore,28-Apr-22
29,36°,22°,April,2022,Lahore,29-Apr-22
30,37°,22°,April,2022,Lahore,30-Apr-22
1,37°,23°,May,2022,Lahore,01-May-22
2,37°,23°,May,2022,Lahore,02-May-22
3,37°,23°,May,2022,Lahore,03-May-22
4,37°,23°,May,2022,Lahore,04-May-22
5,37°,23°,May,2022,Lahore,05-May-22
6,37°,23°,May,2022,Lahore,06-May-22
7,37°,23°,May,2022,Lahore,07-May-22
8,38°,24°,May,2022,Lahore,08-May-22
9,38°,24°,May,2022,Lahore,09-May-22
10,38°,24°,May,2022,Lahore,10-May-22
11,38°,24°,May,2022,Lahore,11-May-22
12,38°,24°,May,2022,Lahore,12-May-22
13,38°,24°,May,2022,Lahore,13-May-22
14,38°,24°,May,2022,Lahore,14-May-22
15,38°,24°,May,2022,Lahore,15-May-22
16,39°,25°,May,2022,Lahore,16-May-22
17,39°,25°,May,2022,Lahore,17-May-22
18,39°,25°,May,2022,Lahore,18-May-22
19,39°,25°,May,2022,Lahore,19-May-22
20,39°,25°,May,2022,Lahore,20-May-22
21,39°,25°,May,2022,Lahore,21-May-22
22,39°,26°,May,2022,Lahore,22-May-22
23,39°,26°,May,2022,Lahore,23-May-22
24,40°,26°,May,2022,Lahore,24-May-22
25,40°,26°,May,2022,Lahore,25-May-22
26,40°,26°,May,2022,Lahore,26-May-22
27,40°,26°,May,2022,Lahore,27-May-22
28,40°,26°,May,2022,Lahore,28-May-22
29,40°,27°,May,2022,Lahore,29-May-22
30,40°,27°,May,2022,Lahore,30-May-22
31,40°,27°,May,2022,Lahore,31-May-22
1,40°,27°,June,2022,Lahore,01-Jun-22
2,40°,27°,June,2022,Lahore,02-Jun-22
3,40°,27°,June,2022,Lahore,03-Jun-22
4,41°,27°,June,2022,Lahore,04-Jun-22
5,41°,27°,June,2022,Lahore,05-Jun-22
6,41°,28°,June,2022,Lahore,06-Jun-22
7,41°,28°,June,2022,Lahore,07-Jun-22
8,41°,28°,June,2022,Lahore,08-Jun-22
9,41°,28°,June,2022,Lahore,09-Jun-22
10,41°,28°,June,2022,Lahore,10-Jun-22
11,41°,28°,June,2022,Lahore,11-Jun-22
12,41°,28°,June,2022,Lahore,12-Jun-22
13,41°,28°,June,2022,Lahore,13-Jun-22
14,41°,28°,June,2022,Lahore,14-Jun-22
15,40°,28°,June,2022,Lahore,15-Jun-22
16,40°,28°,June,2022,Lahore,16-Jun-22
17,40°,28°,June,2022,Lahore,17-Jun-22
18,40°,28°,June,2022,Lahore,18-Jun-22
19,40°,28°,June,2022,Lahore,19-Jun-22
20,40°,28°,June,2022,Lahore,20-Jun-22
21,40°,28°,June,2022,Lahore,21-Jun-22
22,40°,28°,June,2022,Lahore,22-Jun-22
23,39°,28°,June,2022,Lahore,23-Jun-22
24,39°,28°,June,2022,Lahore,24-Jun-22
25,39°,28°,June,2022,Lahore,25-Jun-22
26,39°,28°,June,2022,Lahore,26-Jun-22
27,39°,28°,June,2022,Lahore,27-Jun-22
28,39°,28°,June,2022,Lahore,28-Jun-22
29,38°,28°,June,2022,Lahore,29-Jun-22
30,38°,28°,June,2022,Lahore,30-Jun-22
1,38°,28°,July,2022,Lahore,01-Jul-22
2,38°,28°,July,2022,Lahore,02-Jul-22
3,38°,28°,July,2022,Lahore,03-Jul-22
4,37°,28°,July,2022,Lahore,04-Jul-22
5,37°,28°,July,2022,Lahore,05-Jul-22
6,37°,28°,July,2022,Lahore,06-Jul-22
7,37°,28°,July,2022,Lahore,07-Jul-22
8,37°,28°,July,2022,Lahore,08-Jul-22
9,37°,28°,July,2022,Lahore,09-Jul-22
10,36°,28°,July,2022,Lahore,10-Jul-22
11,36°,27°,July,2022,Lahore,11-Jul-22
12,36°,27°,July,2022,Lahore,12-Jul-22
13,36°,27°,July,2022,Lahore,13-Jul-22
14,36°,27°,July,2022,Lahore,14-Jul-22
15,36°,27°,July,2022,Lahore,15-Jul-22
16,35°,27°,July,2022,Lahore,16-Jul-22
17,35°,27°,July,2022,Lahore,17-Jul-22
18,35°,27°,July,2022,Lahore,18-Jul-22
19,35°,27°,July,2022,Lahore,19-Jul-22
20,35°,27°,July,2022,Lahore,20-Jul-22
21,35°,27°,July,2022,Lahore,21-Jul-22
22,35°,27°,July,2022,Lahore,22-Jul-22
23,35°,27°,July,2022,Lahore,23-Jul-22
24,35°,27°,July,2022,Lahore,24-Jul-22
25,35°,27°,July,2022,Lahore,25-Jul-22
26,35°,27°,July,2022,Lahore,26-Jul-22
27,35°,27°,July,2022,Lahore,27-Jul-22
28,35°,27°,July,2022,Lahore,28-Jul-22
29,35°,27°,July,2022,Lahore,29-Jul-22
30,35°,27°,July,2022,Lahore,30-Jul-22
31,35°,27°,July,2022,Lahore,31-Jul-22
1,,27°,August,2022,Lahore,01-Aug-22
2,,27°,August,2022,Lahore,02-Aug-22
3,,27°,August,2022,Lahore,03-Aug-22
4,,27°,August,2022,Lahore,04-Aug-22
5,,27°,August,2022,Lahore,05-Aug-22
6,,27°,August,2022,Lahore,06-Aug-22
7,,27°,August,2022,Lahore,07-Aug-22
8,,27°,August,2022,Lahore,08-Aug-22
9,,27°,August,2022,Lahore,09-Aug-22
10,,27°,August,2022,Lahore,10-Aug-22
11,,27°,August,2022,Lahore,11-Aug-22
12,,27°,August,2022,Lahore,12-Aug-22
13,,27°,August,2022,Lahore,13-Aug-22
14,,27°,August,2022,Lahore,14-Aug-22
15,,27°,August,2022,Lahore,15-Aug-22
16,,27°,August,2022,Lahore,16-Aug-22
17,,27°,August,2022,Lahore,17-Aug-22
18,,27°,August,2022,Lahore,18-Aug-22
19,,27°,August,2022,Lahore,19-Aug-22
20,,27°,August,2022,Lahore,20-Aug-22
21,,27°,August,2022,Lahore,21-Aug-22
22,,27°,August,2022,Lahore,22-Aug-22
23,,27°,August,2022,Lahore,23-Aug-22
24,,27°,August,2022,Lahore,24-Aug-22
25,,27°,August,2022,Lahore,25-Aug-22
26,,26°,August,2022,Lahore,26-Aug-22
27,,26°,August,2022,Lahore,27-Aug-22
28,,26°,August,2022,Lahore,28-Aug-22
29,,26°,August,2022,Lahore,29-Aug-22
30,,26°,August,2022,Lahore,30-Aug-22
31,,26°,August,2022,Lahore,31-Aug-22
1,35°,26°,September,2022,Lahore,01-Sep-22
2,35°,26°,September,2022,Lahore,02-Sep-22
3,35°,26°,September,2022,Lahore,03-Sep-22
4,35°,26°,September,2022,Lahore,04-Sep-22
5,35°,26°,September,2022,Lahore,05-Sep-22
6,35°,26°,September,2022,Lahore,06-Sep-22
7,35°,26°,September,2022,Lahore,07-Sep-22
8,35°,26°,September,2022,Lahore,08-Sep-22
9,35°,26°,September,2022,Lahore,09-Sep-22
10,35°,26°,September,2022,Lahore,10-Sep-22
11,35°,25°,September,2022,Lahore,11-Sep-22
12,35°,25°,September,2022,Lahore,12-Sep-22
13,35°,25°,September,2022,Lahore,13-Sep-22
14,35°,25°,September,2022,Lahore,14-Sep-22
15,35°,25°,September,2022,Lahore,15-Sep-22
16,35°,25°,September,2022,Lahore,16-Sep-22
17,35°,25°,September,2022,Lahore,17-Sep-22
18,35°,24°,September,2022,Lahore,18-Sep-22
19,35°,24°,September,2022,Lahore,19-Sep-22
20,35°,24°,September,2022,Lahore,20-Sep-22
21,35°,24°,September,2022,Lahore,21-Sep-22
22,35°,24°,September,2022,Lahore,22-Sep-22
23,35°,24°,September,2022,Lahore,23-Sep-22
24,35°,23°,September,2022,Lahore,24-Sep-22
25,35°,23°,September,2022,Lahore,25-Sep-22
26,35°,23°,September,2022,Lahore,26-Sep-22
27,35°,23°,September,2022,Lahore,27-Sep-22
28,34°,23°,September,2022,Lahore,28-Sep-22
29,34°,22°,September,2022,Lahore,29-Sep-22
30,34°,22°,September,2022,Lahore,30-Sep-22
1,34°,22°,October ,2022,Lahore,01-Oct-22
2,34°,22°,October ,2022,Lahore,02-Oct-22
3,34°,22°,October ,2022,Lahore,03-Oct-22
4,34°,21°,October ,2022,Lahore,04-Oct-22
5,34°,21°,October ,2022,Lahore,05-Oct-22
6,34°,21°,October ,2022,Lahore,06-Oct-22
7,34°,21°,October ,2022,Lahore,07-Oct-22
8,34°,21°,October ,2022,Lahore,08-Oct-22
9,34°,20°,October ,2022,Lahore,09-Oct-22
10,33°,20°,October ,2022,Lahore,10-Oct-22
11,33°,20°,October ,2022,Lahore,11-Oct-22
12,33°,20°,October ,2022,Lahore,12-Oct-22
13,33°,19°,October ,2022,Lahore,13-Oct-22
14,33°,19°,October ,2022,Lahore,14-Oct-22
15,33°,19°,October ,2022,Lahore,15-Oct-22
16,33°,19°,October ,2022,Lahore,16-Oct-22
17,33°,18°,October ,2022,Lahore,17-Oct-22
18,32°,18°,October ,2022,Lahore,18-Oct-22
19,32°,18°,October ,2022,Lahore,19-Oct-22
20,32°,18°,October ,2022,Lahore,20-Oct-22
21,32°,18°,October ,2022,Lahore,21-Oct-22
22,32°,17°,October ,2022,Lahore,22-Oct-22
23,32°,17°,October ,2022,Lahore,23-Oct-22
24,31°,17°,October ,2022,Lahore,24-Oct-22
25,31°,17°,October ,2022,Lahore,25-Oct-22
26,31°,17°,October ,2022,Lahore,26-Oct-22
27,31°,16°,October ,2022,Lahore,27-Oct-22
28,31°,16°,October ,2022,Lahore,28-Oct-22
29,31°,16°,October ,2022,Lahore,29-Oct-22
30,30°,16°,October ,2022,Lahore,30-Oct-22
31,30°,16°,October ,2022,Lahore,31-Oct-22
1,30°,15°,November,2022,Lahore,01-Nov-22
2,30°,15°,November,2022,Lahore,02-Nov-22
3,30°,15°,November,2022,Lahore,03-Nov-22
4,29°,15°,November,2022,Lahore,04-Nov-22
5,29°,15°,November,2022,Lahore,05-Nov-22
6,29°,14°,November,2022,Lahore,06-Nov-22
7,29°,14°,November,2022,Lahore,07-Nov-22
8,29°,14°,November,2022,Lahore,08-Nov-22
9,28°,14°,November,2022,Lahore,09-Nov-22
10,28°,14°,November,2022,Lahore,10-Nov-22
11,28°,13°,November,2022,Lahore,11-Nov-22
12,28°,13°,November,2022,Lahore,12-Nov-22
13,27°,13°,November,2022,Lahore,13-Nov-22
14,27°,13°,November,2022,Lahore,14-Nov-22
15,27°,13°,November,2022,Lahore,15-Nov-22
16,27°,12°,November,2022,Lahore,16-Nov-22
17,27°,12°,November,2022,Lahore,17-Nov-22
18,26°,12°,November,2022,Lahore,18-Nov-22
19,26°,12°,November,2022,Lahore,19-Nov-22
20,26°,12°,November,2022,Lahore,20-Nov-22
21,26°,12°,November,2022,Lahore,21-Nov-22
22,26°,11°,November,2022,Lahore,22-Nov-22
23,25°,11°,November,2022,Lahore,23-Nov-22
24,25°,11°,November,2022,Lahore,24-Nov-22
25,25°,11°,November,2022,Lahore,25-Nov-22
26,25°,11°,November,2022,Lahore,26-Nov-22
27,25°,11°,November,2022,Lahore,27-Nov-22
28,24°,10°,November,2022,Lahore,28-Nov-22
29,24°,10°,November,2022,Lahore,29-Nov-22
30,24°,10°,November,2022,Lahore,30-Nov-22
1,24°,10°,December,2022,Lahore,01-Dec-22
2,24°,10°,December,2022,Lahore,02-Dec-22
3,24°,10°,December,2022,Lahore,03-Dec-22
4,23°,10°,December,2022,Lahore,04-Dec-22
5,23°,9°,December,2022,Lahore,05-Dec-22
6,23°,9°,December,2022,Lahore,06-Dec-22
7,23°,9°,December,2022,Lahore,07-Dec-22
8,23°,9°,December,2022,Lahore,08-Dec-22
9,23°,9°,December,2022,Lahore,09-Dec-22
10,22°,9°,December,2022,Lahore,10-Dec-22
11,22°,9°,December,2022,Lahore,11-Dec-22
12,22°,9°,December,2022,Lahore,12-Dec-22
13,22°,9°,December,2022,Lahore,13-Dec-22
14,22°,8°,December,2022,Lahore,14-Dec-22
15,22°,8°,December,2022,Lahore,15-Dec-22
