country,iso_alpha3,name_1,name_2,whostandard,natstandard,population,pm_1998,pm_1999,pm_2000,pm_2001,pm_2002,pm_2003,pm_2004,pm_2005,pm_2006,pm_2007,pm_2008,pm_2009,pm_2010,pm_2011,pm_2012,pm_2013,pm_2014,pm_2015,pm_2016,pm_2017,pm_2018,pm_2019
Pakistan,PAK,Punjab,Layyah,10,15,2700812,41.900002,37.07,43.77,48.650002,48.810001,38.689999,43.139999,33.970001,38.939999,36.439999,41.919998,43.830002,41.900002,45.439999,49.220001,45.630001,45.27,46.59,49.639999,46.57,53.560001,47.360001
Pakistan,PAK,Punjab,Lodhran,10,15,2163816,59.869999,45.77,52.369999,52.599998,64.57,57.77,65.639999,52.099998,57.52,52.18,62.169998,60.27,59.869999,61.259998,71.68,60.689999,60.07,62.509998,65.510002,62.189999,78.400002,65.389999
Pakistan,PAK,Punjab,Mandi Bahauddin,10,15,1998764,44.84,31.01,41.48,41,41.970001,40.25,39.880001,35.93,38.150002,39.869999,44.049999,38.349998,44.84,43.25,47.939999,47.040001,40.82,39.150002,52.939999,44.810001,50.16,40.16
Pakistan,PAK,Punjab,Mianwali,10,15,2712716,35.529999,32.400002,41.66,46.860001,42.200001,31.02,34.990002,28.200001,29.540001,30.700001,33.689999,35.16,35.529999,40.279999,42.169998,43.66,40.57,40.93,48.049999,42.220001,48.73,39.299999
Pakistan,PAK,Punjab,Multan,10,15,5557739,54.689999,43.77,49.720001,51.119999,60.310001,50.889999,60.919998,45.470001,51.189999,47.849998,55.779999,55.48,54.689999,55.610001,65.980003,56.240002,55.849998,55.57,59.709999,56.990002,68.599998,59.099998
Pakistan,PAK,Punjab,Muzaffargarh,10,15,4645827,53.16,43.59,49.400002,54.240002,60.720001,49.41,59.419998,44.439999,48.25,45.380001,54.32,54.700001,53.16,56.720001,62.84,54.98,55.029999,56.200001,58.490002,57.189999,69.720001,59.650002
Pakistan,PAK,Punjab,Nankana Sahib,10,15,1532547,48.709999,31.129999,38.82,38.400002,42.540001,41.790001,40.77,38.709999,39.630001,42.27,45.959999,42.919998,48.709999,46.619999,50.139999,48.52,40.560001,43.419998,55.84,46.169998,51.360001,43.360001
Pakistan,PAK,Punjab,Narowal,10,15,1673409,49.16,42.389999,50.990002,44.950001,47.950001,47.02,46.880001,42.799999,42.23,46.939999,54.299999,46.16,49.16,50.310001,52.900002,54.220001,45.380001,45.900002,60.599998,51.91,60.330002,46.700001
Pakistan,PAK,Punjab,Okara,10,15,2801552,53.049999,35.93,42.720001,40.529999,46.529999,45.59,43.369999,39.549999,44.040001,45.970001,48.099998,48.009998,53.049999,51.400002,54.59,52.369999,45.259998,48.279999,58.790001,52.700001,56.580002,49.759998
Pakistan,PAK,Punjab,Pakpattan,10,15,1895866,54.16,39.259998,46.16,43.279999,50.18,47.970001,48.220001,42.220001,47.41,46.869999,50.630001,52.34,54.16,53.189999,59.580002,54.759998,49.060001,52.240002,57.380001,55.419998,60.919998,52.720001
Pakistan,PAK,Punjab,Rahim Yar Khan,10,15,4866011,58.709999,44.25,47.41,58.099998,70.139999,53.5,67.160004,48.98,56.509998,45.709999,60.07,60.580002,58.709999,64.870003,70.510002,59.59,61.57,65.650002,60.860001,62.419998,79.25,70.239998
Pakistan,PAK,Punjab,Rajanpur,10,15,1754123,53.02,43.650002,45.32,57.400002,63.5,48.049999,58.450001,43.23,47.82,42.59,51.630001,55.779999,53.02,59.580002,63.07,57.290001,56.98,60.509998,57.68,58.52,72.400002,65.809998
Pakistan,PAK,Punjab,Rawalpindi,10,15,5589415,42.240002,36.220001,44.509998,46.18,46.060001,38.970001,39.790001,34.57,36.849998,39.139999,42.68,38.279999,42.240002,43.369999,50.560001,50.23,45.330002,42.34,54.119999,45.799999,51.779999,39.849998
Pakistan,PAK,Punjab,Sahiwal,10,15,2585152,51.290001,35.91,42.43,40.709999,46.939999,44.77,44.84,39.279999,44.07,44.5,47.09,48.509998,51.290001,49.939999,56.07,52.23,46.139999,47.650002,56.27,52.130001,56.639999,49.43
Pakistan,PAK,Punjab,Sargodha,10,15,4131582,41.43,29.389999,37.779999,39.599998,40.82,36.490002,37.900002,33.060001,36.23,36.330002,38.869999,36.599998,41.43,40.43,43.439999,42.860001,37.470001,37.950001,48.130001,41.16,45.790001,38.220001
Pakistan,PAK,Punjab,Sheikhupura,10,15,2528134,48.619999,32.209999,40.740002,38.119999,43,42.709999,41.41,39.459999,40.23,42.93,48.09,43.73,48.619999,48.740002,51.009998,50.919998,41.740002,44.59,58.029999,49.630001,54.720001,44.299999
Pakistan,PAK,Punjab,Sialkot,10,15,3418361,49.889999,39.34,49.200001,45.400002,47.709999,46.150002,45.23,41.560001,41.959999,45.799999,52.5,45,49.889999,48.759998,51.549999,53.810001,45.59,45.080002,60.450001,50.009998,59.439999,44.740002
Pakistan,PAK,Punjab,Toba Tek Singh,10,15,2318536,45.490002,32.330002,37.259998,38.110001,42.91,39.939999,39.959999,35.040001,39.59,39.529999,41.869999,43.48,45.490002,44.619999,48.740002,46.310001,40.25,42.299999,53,46.470001,50.459999,43.880001
Pakistan,PAK,Punjab,Vehari,10,15,3092321,56.48,40.84,48.650002,45.389999,55.040001,51.080002,54.669998,45.240002,51.450001,48.299999,54.73,55.459999,56.48,54.68,64.169998,56.860001,53.549999,55.290001,59.369999,55.830002,67.110001,57.860001
Pakistan,PAK,Sindh,Badin,10,15,1447581,53.18,47.02,42.099998,44.740002,63.240002,46.490002,53.23,48.27,57.57,38.970001,52.689999,55.849998,53.18,62.900002,65.440002,55.93,53.209999,58.25,46.110001,54.029999,61.290001,63.75
Pakistan,PAK,Sindh,Dadu,10,15,1126923,51.369999,49.880001,46.779999,52.619999,68.860001,46.389999,60.040001,42.360001,57.52,39.68,50.400002,54.950001,51.369999,59.970001,66.559998,54.139999,52.650002,58.150002,50.57,55.18,64.260002,67.230003
Pakistan,PAK,Sindh,Ghotki,10,15,1414506,60.169998,45.150002,46.139999,59.330002,75.889999,53.240002,67.449997,48.150002,59.110001,44.150002,60.77,61.310001,60.169998,67.519997,71.919998,59.59,60.98,68.019997,61.150002,64.919998,77.870003,70.209999
Pakistan,PAK,Sindh,Hyderabad,10,15,1391855,56.650002,50.93,46.830002,51.360001,66.040001,49.439999,59.240002,49.709999,61.389999,41.220001,56.240002,62.240002,56.650002,64.419998,70.639999,59.799999,58.119999,64.949997,51.310001,60.360001,67.910004,71.400002
Pakistan,PAK,Sindh,Jacobabad,10,15,716335,57.84,48.650002,46.009998,52.709999,71,48.630001,62.439999,42.950001,57.599998,41.48,53.720001,53.43,57.84,60.009998,64.690002,53.099998,53.099998,61.880001,50.049999,56.16,71.120003,64.760002
Pakistan,PAK,Sindh,Jamshoro,10,15,1007740,51.419998,47.110001,43.490002,50.41,62.220001,42.98,51.970001,42.93,53.73,36.939999,46.91,56.73,51.419998,59.369999,64.589996,55.18,52.279999,59.209999,49.5,54.779999,61.009998,68.139999
Pakistan,PAK,Sindh,Karachi City,10,15,27229627,44.07,43.900002,38.619999,40.439999,51.990002,37.419998,43.77,37.310001,48.240002,33.209999,36.77,47.790001,44.07,51.630001,56.32,49.25,42.380001,50.48,38.880001,47.790001,46.509998,62.580002
Pakistan,PAK,Sindh,Kashmore,10,15,793888,58.48,46.150002,46.220001,58.540001,71.510002,50.509998,63.849998,44.490002,56.029999,42.880001,57.290001,58.049999,58.48,64.010002,69.839996,56.439999,58.810001,65.199997,57.98,63,75.889999,66.830002
Pakistan,PAK,Sindh,Khairpur,10,15,1968287,59.759998,50.189999,48.77,56.619999,79.050003,52.880001,69.32,50.169998,63.009998,44.720001,63.139999,60.43,59.759998,65.720001,75.220001,59.080002,59.740002,67.279999,59.060001,63.5,74.190002,71.669998
Pakistan,PAK,Sindh,Larkana,10,15,992349,58.450001,51.630001,49.57,53.509998,76.510002,51.48,68.550003,46.790001,63.439999,44.419998,59.529999,57.209999,58.450001,62.099998,71.860001,56.459999,55.919998,63.02,53.48,58.740002,71.75,69.169998
Pakistan,PAK,Sindh,Matiari,10,15,483455,56.299999,49.810001,49.139999,53.439999,72.07,51.25,62.509998,50.09,60.779999,43.790001,58.540001,61.259998,56.299999,63.689999,71.470001,57,57.389999,63.52,53.360001,59.880001,69.480003,71.370003
Pakistan,PAK,Sindh,Mirpur Khas,10,15,1184664,54.759998,47.240002,44.900002,51.150002,70.040001,49.77,58.560001,50.970001,60.139999,40.91,56.959999,59.790001,54.759998,64.150002,67.099998,57.16,55.849998,62.369999,50.040001,55.84,68.959999,66.379997
Pakistan,PAK,Sindh,Naushahro Feroze,10,15,1295963,57.459999,52.73,50.450001,57.220001,76.510002,53.240002,69.610001,49.18,62.080002,44.799999,61.32,58.970001,57.459999,62.82,74.309998,57.84,58.380001,65.519997,57.669998,62.73,72.089996,71.709999
Pakistan,PAK,Sindh,Qambar Shahdadkot,10,15,811272,54.049999,48.200001,46.34,49.439999,70.43,48.150002,63.150002,44.189999,60.459999,41.830002,53.560001,53.110001,54.049999,58.599998,65.419998,52.849998,52.029999,58.169998,47.990002,53.91,65.839996,66.330002
Pakistan,PAK,Sindh,Sanghar,10,15,1864878,55.66,48.73,46.889999,53.939999,74.110001,51.09,60.93,50.630001,60.77,41.459999,57.720001,61.639999,55.66,64.019997,69.410004,56.360001,58.419998,63.369999,53.310001,58.23,68.480003,68.470001
Pakistan,PAK,Sindh,Shaheed Benazirabad,10,15,1216402,55.630001,51.43,49.540001,56.380001,73.120003,52.07,64.68,47.889999,58.889999,42.490002,56.119999,59.630001,55.630001,63.27,71.309998,56.860001,57.200001,62.25,54.23,59.490002,68.940002,70.610001
Pakistan,PAK,Sindh,Shikarpur,10,15,703014,62.830002,51.23,49.919998,57.139999,78.510002,52.939999,69.239998,46.639999,61.82,45.59,61.580002,59.07,62.830002,66.629997,73.419998,58.599998,58.470001,65.800003,55.639999,62.509998,76.110001,69.860001
Pakistan,PAK,Sindh,Sujawal,10,15,508217,48.009998,44.32,38.330002,40.790001,56.66,39.080002,44.23,42.110001,48.93,36.299999,45.68,48.529999,48.009998,56.669998,59.59,53.240002,47.189999,55.860001,40.360001,49.400002,53.889999,62.450001
Pakistan,PAK,Sindh,Sukkur,10,15,1098198,59.009998,46.779999,49,57.939999,77.199997,51.060001,66.269997,47.93,57.860001,43.09,59.560001,59.919998,59.009998,66.860001,73.440002,58.049999,59.669998,66.089996,57.650002,62.310001,73.440002,68.68
Pakistan,PAK,Sindh,Tando Allah Yar,10,15,646089,56.389999,49.169998,47.959999,51.34,72.870003,51.91,62.150002,52.110001,63.400002,44.619999,59.970001,61.369999,56.389999,64.360001,71.419998,57.48,57.77,65.940002,52.43,61.049999,72.239998,69.82
Pakistan,PAK,Sindh,Tando Muhammad Khan,10,15,459375,53.810001,47.650002,43.52,46.220001,64.669998,46.529999,55.98,48.650002,59.369999,40.869999,53.240002,57.630001,53.810001,62.490002,67.209999,56.779999,54.639999,60.450001,47.689999,55.099998,63.84,66.059998
Pakistan,PAK,Sindh,Tharparkar,10,15,2228451,47.450001,48.43,41.98,49.57,62.16,47.59,49.110001,50.27,54.34,31.58,46.549999,55.880001,47.450001,59.790001,61.91,55.32,54.049999,59.919998,47.349998,52.049999,60.490002,61.490002
Pakistan,PAK,Sindh,Thatta,10,15,1019193,46.759998,44.060001,38.610001,41.150002,55.029999,37.73,43.09,40.09,46.990002,34.889999,41.290001,48.75,46.759998,55.610001,59.279999,52.66,46.650002,54.799999,40.52,49.77,51.880001,63.900002
Pakistan,PAK,Sindh,Umerkot,10,15,1149847,52.970001,48.369999,43.450001,51.139999,67.360001,48.16,51.689999,50.939999,57.470001,34.939999,50.380001,58.349998,52.970001,62.68,61.669998,55.439999,54.869999,59.759998,47.790001,52.540001,62.5,63.639999
